"Country","Year",">Scope<","consumer price ($)",">Value Footnotes<"
"Afghanistan","1991","Kabul","143.82661567","1,2"
"Afghanistan","1990","Kabul","100","1,2"
"Afghanistan","1989","Kabul","67.863096989","1,2"
"Afghanistan","1988","Kabul","39.580268706","1,2"
"Afghanistan","1987","Kabul","31.038540747","1,2"
"Afghanistan","1986","Kabul","26.213592233","1,2"
"Afghanistan","1985","Kabul","26.772580171","1,2"
"Afghanistan","1984","Kabul","24.624889673","1,2"
"Afghanistan","1983","Kabul","20.456997156","1,2"
"Afghanistan","1982","Kabul","17.652250662","1,2"
"Afghanistan","1981","Kabul","14.935765421","1,2"
"Afghanistan","1980","Kabul","12.21928018","1,2"
"Afghanistan","1979","Kabul","10.77767971","1,2,3"
"Afghanistan","1978","Kabul","9.7336862848","1,2"
"Afghanistan","1977","Kabul","9.2715701691","1,2"
"Afghanistan","1976","Kabul","8.3063909401","1,2"
"Afghanistan","1975","Kabul","8.1777003763","1,2"
"Afghanistan","1974","Kabul","7.6804868341","1,2"
"Afghanistan","1973","Kabul","6.7445554605","1,2"
"Afghanistan","1972","Kabul","7.4582031328","1,2"
"Afghanistan","1971","Kabul","8.5228250702","1,2"
"Afghanistan","1970","Kabul","6.7855024581","1,2"
"Afghanistan","1969","Kabul","5.738429234","1,2"
"Albania","2008","Not applicable","127.06137302","4"
"Albania","2007","Not applicable","122.95242233",""
"Albania","2006","Not applicable","119.45470345",""
"Albania","2005","Not applicable","116.6847708",""
"Albania","2004","Not applicable","114.001738",""
"Albania","2003","Not applicable","110.81903107",""
"Albania","2002","Not applicable","108.39669781",""
"Albania","2001","Not applicable","103.12839453",""
"Albania","2000","Not applicable","100","4"
"Albania","1999","Not applicable","100",""
"Albania","1998","Not applicable","99.587723317",""
"Albania","1997","Not applicable","82.546953733",""
"Albania","1996","Not applicable","61.978928081",""
"Albania","1995","Not applicable","55.016032982",""
"Albania","1994","Not applicable","51.030691709","4"
"Albania","1993","Not applicable","41.643979693",""
"Albania","1992","Not applicable","22.508744286",""
"Albania","1991","Not applicable","10.400803053","5"
"Albania","1990","Not applicable","5.0959348621","5"
"Albania","1989","Not applicable","4.9736324254","5"
"Algeria","2008","Not applicable","128.93351949",""
"Algeria","2007","Not applicable","123.47581713",""
"Algeria","2006","Not applicable","118.84688361",""
"Algeria","2005","Not applicable","116.74005656",""
"Algeria","2004","Not applicable","114.52582966",""
"Algeria","2003","Not applicable","109.51204668",""
"Algeria","2002","Not applicable","105.84255182",""
"Algeria","2001","Not applicable","103.51376508",""
"Algeria","2000","Not applicable","100",""
"Algeria","1999","Not applicable","100.63365911",""
"Algeria","1998","Not applicable","98.575161995",""
"Algeria","1997","Not applicable","92.793470089",""
"Algeria","1996","Not applicable","87.495077507",""
"Algeria","1995","Not applicable","72.709698206",""
"Algeria","1994","Not applicable","56.617620735",""
"Algeria","1993","Not applicable","42.995739806",""
"Algeria","1992","Not applicable","35.352450507",""
"Algeria","1991","Not applicable","26.99316221",""
"Algeria","1990","Not applicable","21.515769878",""
"Algeria","1990","Alger","100","1"
"Algeria","1989","Alger","85.748909355","1"
"Algeria","1989","Not applicable","17.89997494",""
"Algeria","1988","Alger","78.429471643","1"
"Algeria","1987","Alger","74.066892874","1"
"Algeria","1986","Alger","68.928744547","1"
"Algeria","1985","Alger","61.366941348","1"
"Algeria","1984","Alger","55.550169656","1"
"Algeria","1983","Alger","51.381483277","1"
"Algeria","1982","Alger","48.473097431","1,4"
"Algeria","1981","Alger","45.414597081","1"
"Algeria","1980","Alger","39.677842372","1"
"Algeria","1979","Alger","36.206031164","1"
"Algeria","1978","Alger","32.486233442","1"
"Algeria","1977","Alger","27.642230186","1"
"Algeria","1976","Alger","24.682924442","1"
"Algeria","1975","Alger","22.665967455","1"
"Algeria","1974","Alger","20.830867245","1"
"Algeria","1973","Alger","19.905050923","1"
"Algeria","1972","Alger","18.747780521","1"
"Algeria","1971","Alger","18.086483148","1"
"Algeria","1970","Alger","17.623574987","1"
"Algeria","1969","Alger","16.532434322","1"
"American Samoa","2006","Not applicable","125.71976967","2"
"American Samoa","2005","Not applicable","122.07293666","2"
"American Samoa","2004","Not applicable","116.12284069","2"
"American Samoa","2003","Not applicable","108.4452975","2"
"American Samoa","2002","Not applicable","103.35892514","2"
"American Samoa","2001","Not applicable","101.24760077","2"
"American Samoa","2000","Not applicable","100","2"
"American Samoa","1999","Not applicable","98.080614203","2"
"American Samoa","1998","Not applicable","97.216890595","2,4"
"American Samoa","1997","Not applicable","95.540308327","2,6"
"American Samoa","1996","Not applicable","93.517966971","2"
"American Samoa","1995","Not applicable","90.086114972","2"
"American Samoa","1994","Not applicable","88.186339758","2"
"American Samoa","1993","Not applicable","86.715546044","2"
"American Samoa","1992","Not applicable","86.347847616","2"
"American Samoa","1991","Not applicable","82.915995617","2"
"American Samoa","1990","Not applicable","79.422860547","2"
"American Samoa","1989","Not applicable","73.723534906","2"
"American Samoa","1988","Not applicable","70.659381335","2"
"American Samoa","1987","Not applicable","67.166246265","2"
"American Samoa","1986","Not applicable","64.34722498","2"
"American Samoa","1985","Not applicable","63.550545052","2"
"American Samoa","1984","Not applicable","62.937714338","2"
"American Samoa","1983","Not applicable","61.773335981","2"
"American Samoa","1982","Pago-Pago","100","7"
"American Samoa","1981","Pago-Pago","94.363636364","7"
"American Samoa","1980","Pago-Pago","87.136363636","7"
"American Samoa","1979","Pago-Pago","74.545454545","7"
"American Samoa","1978","Pago-Pago","63.409090909","7"
"American Samoa","1977","Pago-Pago","60","7"
"American Samoa","1976","Pago-Pago","57.227272727","7"
"American Samoa","1975","Pago-Pago","56.863636364","7"
"American Samoa","1974","Pago-Pago","47.727272727","7"
"Andorra","2008","Not applicable","125.26","8,9"
"Andorra","2007","Not applicable","122.82","8,9"
"Andorra","2006","Not applicable","118.24","8,9"
"Andorra","2005","Not applicable","114.57","8,9"
"Andorra","2004","Not applicable","111.13","8,9"
"Andorra","2003","Not applicable","107.53","8,9"
"Andorra","2002","Not applicable","104.52","8,9"
"Andorra","2001","Not applicable","100","8,9"
"Angola","2008","Luanda","2640.5343073",""
"Angola","2007","Luanda","2347.6799157","4"
"Angola","2006","Luanda","2091.6242318",""
"Angola","2005","Luanda","1845.9701493",""
"Angola","2004","Luanda","1501.2115891",""
"Angola","2003","Luanda","1045.8296752",""
"Angola","2002","Luanda","527.5856014","4"
"Angola","2001","Luanda","252.56905454",""
"Angola","2000","Luanda","100.00000243",""
"Angola","1999","Luanda","23.530078904",""
"Angola","1998","Luanda","6.7576077446",""
"Angola","1997","Luanda","3.2601290385",""
"Angola","1996","Luanda","1.0213909556",""
"Angola","1995","Luanda","0.0240597898","4"
"Angola","1994","Luanda","0.0008681379",""
"Angola","1993","Luanda","8.26999E-05",""
"Angola","1992","Luanda","5.5895647E-06",""
"Angola","1991","Luanda","1.4006334E-06",""
"Anguilla","2008","Not applicable","137.85686351","9"
"Anguilla","2007","Not applicable","129.05748925","9"
"Anguilla","2006","Not applicable","122.70238561","9"
"Anguilla","2005","Not applicable","113.51192804","9"
"Anguilla","2004","Not applicable","108.31052014","9"
"Anguilla","2003","Not applicable","103.76417677","9"
"Anguilla","2002","Not applicable","100.53773954","9"
"Anguilla","2001","Not applicable","100","9,10"
"Anguilla","2000","Not applicable","100","9"
"Anguilla","1999","Not applicable","92.471368294","9"
"Anguilla","1998","Not applicable","91.856540084","9"
"Anguilla","1997","Not applicable","89.596142254","9"
"Anguilla","1996","Not applicable","89.053646775","9"
"Anguilla","1995","Not applicable","86.172393008","9"
"Anguilla","1994","Not applicable","84.798071127","9"
"Anguilla","1993","Not applicable","81.512959614","9"
"Anguilla","1992","Not applicable","79.047619048","9"
"Anguilla","1991","Not applicable","76.763110307","9"
"Anguilla","1990","Not applicable","73.375527426","9"
"Anguilla","1989","Not applicable","69.65641953","9"
"Anguilla","1988","Not applicable","66.383363472","9"
"Anguilla","1987","Not applicable","63.51416516","9"
"Anguilla","1986","Not applicable","61.928872815","9"
"Anguilla","1985","Not applicable","60.524412297","9"
"Antigua and Barbuda","2001","Not applicable","101.48594719","11"
"Antigua and Barbuda","2000","Not applicable","100","11"
"Antigua and Barbuda","1999","Not applicable","99.295236478","11"
"Antigua and Barbuda","1998","Not applicable","98.191389997","11"
"Antigua and Barbuda","1997","Not applicable","94.973252951","11"
"Antigua and Barbuda","1996","Not applicable","94.735501401","11"
"Antigua and Barbuda","1995","Not applicable","91.933429566","11,12"
"Antigua and Barbuda","1994","Not applicable","89.683280971","11"
"Antigua and Barbuda","1993","Not applicable","84.911267725","11,13"
"Antigua and Barbuda","1991","Not applicable","105.69444444","11"
"Antigua and Barbuda","1990","Not applicable","100","11"
"Antigua and Barbuda","1989","Not applicable","93.454861111","11"
"Antigua and Barbuda","1988","Not applicable","89.739583333","11"
"Antigua and Barbuda","1987","Not applicable","84.392361111","11"
"Antigua and Barbuda","1986","Not applicable","81.423611111","11"
"Antigua and Barbuda","1985","Not applicable","81.006944444","11"
"Antigua and Barbuda","1984","Not applicable","80.208333333","11"
"Antigua and Barbuda","1983","Not applicable","77.239583333","11"
"Antigua and Barbuda","1982","Not applicable","75.46875","11"
"Antigua and Barbuda","1981","Not applicable","72.447916667","11"
"Antigua and Barbuda","1979","Not applicable","54.149305556","11,12"
"Antigua and Barbuda","1978","Not applicable","46.961805556","11"
"Antigua and Barbuda","1977","Not applicable","44.236111111","11"
"Antigua and Barbuda","1976","Not applicable","38.888888889","11"
"Antigua and Barbuda","1975","Not applicable","35.019097222","11"
"Antigua and Barbuda","1974","Not applicable","31.413194444","11"
"Antigua and Barbuda","1973","Not applicable","25.161458333","11"
"Antigua and Barbuda","1972","Not applicable","22.182291667","11"
"Antigua and Barbuda","1971","Not applicable","20.361111111","11"
"Antigua and Barbuda","1970","Not applicable","18.744791667","11"
"Antigua and Barbuda","1969","Not applicable","17.519097222","11"
"Argentina","2008","Buenos Aires","211.93795047","14"
"Argentina","2007","Buenos Aires","195.18988263","4,14"
"Argentina","2006","Buenos Aires","179.35731636","14"
"Argentina","2005","Buenos Aires","161.73006168","14"
"Argentina","2004","Buenos Aires","147.48804114","14"
"Argentina","2003","Buenos Aires","141.26842458","14"
"Argentina","2002","Buenos Aires","124.52253263","14"
"Argentina","2001","Buenos Aires","98.932966889","14"
"Argentina","2000","Buenos Aires","100","4,14"
"Argentina","1999","Buenos Aires","100.94758182","14"
"Argentina","1998","Buenos Aires","102.13922513","14"
"Argentina","1997","Buenos Aires","101.20341414","14"
"Argentina","1996","Buenos Aires","100.67130042","14"
"Argentina","1995","Buenos Aires","100.51480558","14"
"Argentina","1994","Buenos Aires","97.232134833","14"
"Argentina","1993","Buenos Aires","93.333302785","14"
"Argentina","1992","Buenos Aires","84.379390412","14"
"Argentina","1991","Buenos Aires","67.55758669","14"
"Argentina","1990","Buenos Aires","24.867358143","14"
"Argentina","1989","Buenos Aires","1.030145644","14"
"Argentina","1988","Buenos Aires","0.0312677","4,14"
"Argentina","1987","Buenos Aires","0.0070589823","14"
"Argentina","1986","Buenos Aires","0.0030514643","14"
"Argentina","1985","Buenos Aires","0.0016052432","14"
"Argentina","1984","Buenos Aires","0.0002078846","14"
"Argentina","1983","Buenos Aires","2.86058E-05","14"
"Argentina","1982","Buenos Aires","6.4455343E-06","14"
"Argentina","1981","Buenos Aires","2.4343251E-06","14"
"Argentina","1980","Buenos Aires","1.1905177E-06","14"
"Argentina","1979","Buenos Aires","5.929903E-07","14"
"Argentina","1978","Buenos Aires","2.2850321E-07","14"
"Argentina","1977","Buenos Aires","8.2939003E-08","4,14"
"Argentina","1976","Buenos Aires","3.1399352E-08","14"
"Argentina","1975","Buenos Aires","5.7717804E-09","14"
"Argentina","1974","Buenos Aires","2.0409726E-09","14"
"Argentina","1973","Buenos Aires","1.6431381E-09","14"
"Argentina","1972","Buenos Aires","1.0249603E-09","14"
"Argentina","1971","Buenos Aires","6.468393E-10","14"
"Argentina","1970","Buenos Aires","4.801836E-10","14"
"Argentina","1969","Buenos Aires","4.22721E-10","14"
"Armenia","2008","Not applicable","137.78713208",""
"Armenia","2007","Not applicable","126.46088006",""
"Armenia","2006","Not applicable","121.11367223",""
"Armenia","2005","Not applicable","117.0067358","4"
"Armenia","2004","Not applicable","116.25615802",""
"Armenia","2003","Not applicable","109.1673679",""
"Armenia","2002","Not applicable","104.24691358","4"
"Armenia","2001","Not applicable","103.13580247",""
"Armenia","2000","Not applicable","100",""
"Armenia","1999","Not applicable","100.79012346",""
"Armenia","1998","Not applicable","100.14814815",""
"Armenia","1997","Not applicable","92.148148148",""
"Armenia","1996","Not applicable","80.864197531",""
"Armenia","1995","Not applicable","68.148148148",""
"Armenia","1994","Not applicable","24.691358025",""
"Armenia","1993","Not applicable","0.4938271605",""
"Aruba","2008","Not applicable","138.98228425","4"
"Aruba","2007","Not applicable","128.2709322",""
"Aruba","2006","Not applicable","121.03616949",""
"Aruba","2005","Not applicable","116.78398305",""
"Aruba","2004","Not applicable","112.955",""
"Aruba","2003","Not applicable","110.23440678",""
"Aruba","2002","Not applicable","106.30466102",""
"Aruba","2001","Not applicable","102.87872881","4"
"Aruba","2000","Not applicable","100",""
"Aruba","1999","Not applicable","96.101694915",""
"Aruba","1998","Not applicable","93.983050847",""
"Aruba","1997","Not applicable","92.288135593",""
"Aruba","1996","Not applicable","89.576271186",""
"Aruba","1995","Not applicable","86.779661017","4"
"Aruba","1994","Not applicable","83.964695774",""
"Aruba","1993","Not applicable","78.999341672",""
"Aruba","1992","Not applicable","75.038216489",""
"Aruba","1991","Not applicable","72.248691713",""
"Aruba","1990","Not applicable","68.454938017",""
"Aruba","1989","Not applicable","64.661184321",""
"Aruba","1988","Not applicable","62.206402517",""
"Aruba","1987","Not applicable","60.309525669",""
"Aruba","1986","Not applicable","58.189486839",""
"Aruba","1985","Not applicable","57.575791388",""
"Aruba","1984","Not applicable","55.511543054",""
"Australia","2008","Not applicable","128.34890966",""
"Australia","2007","Not applicable","123.0529595",""
"Australia","2006","Not applicable","120.24922118",""
"Australia","2005","Not applicable","116.12149533",""
"Australia","2004","Not applicable","113.08411215",""
"Australia","2003","Not applicable","110.51401869",""
"Australia","2002","Not applicable","107.55451713",""
"Australia","2001","Not applicable","104.36137072",""
"Australia","2000","Not applicable","100",""
"Australia","1999","Not applicable","95.716510903",""
"Australia","1998","Not applicable","94.314641745",""
"Australia","1997","Not applicable","93.535825545",""
"Australia","1996","Not applicable","93.302180685",""
"Australia","1995","Not applicable","90.965732087",""
"Australia","1994","Not applicable","86.91588785",""
"Australia","1993","Not applicable","85.280373832",""
"Australia","1992","Not applicable","83.800623053",""
"Australia","1991","Not applicable","82.943925234",""
"Australia","1990","Not applicable","80.373831776","4"
"Australia","1989","Not applicable","74.91725971",""
"Australia","1988","Not applicable","69.645031296",""
"Australia","1987","Not applicable","64.962702564",""
"Australia","1986","Not applicable","59.8748178",""
"Australia","1985","Not applicable","54.897539227",""
"Australia","1984","Not applicable","51.43187859",""
"Australia","1983","Not applicable","49.477835891",""
"Australia","1982","Not applicable","44.94298208",""
"Australia","1981","Not applicable","40.444996999",""
"Australia","1980","Not applicable","36.868730172",""
"Australia","1979","Not applicable","33.476806996",""
"Australia","1978","Not applicable","30.674783503",""
"Australia","1977","Not applicable","28.425790963",""
"Australia","1976","Not applicable","25.328817628",""
"Australia","1975","Not applicable","22.305581754",""
"Australia","1974","Not applicable","19.392952071",""
"Australia","1973","Not applicable","16.849009689",""
"Australia","1972","Not applicable","15.374260482",""
"Australia","1971","Not applicable","14.526279688",""
"Australia","1970","Not applicable","13.715167624",""
"Australia","1969","Not applicable","13.162136672",""
"Austria","2008","Not applicable","118.342",""
"Austria","2007","Not applicable","114.6922",""
"Austria","2006","Not applicable","112.259","4"
"Austria","2005","Not applicable","110.6",""
"Austria","2004","Not applicable","108.1",""
"Austria","2003","Not applicable","105.9",""
"Austria","2002","Not applicable","104.5",""
"Austria","2001","Not applicable","102.7",""
"Austria","2000","Not applicable","100","4"
"Austria","1999","Not applicable","97.718631179",""
"Austria","1998","Not applicable","97.148288973",""
"Austria","1997","Not applicable","96.292775665",""
"Austria","1996","Not applicable","95.057034221","4"
"Austria","1995","Not applicable","93.312868455",""
"Austria","1994","Not applicable","91.278008395",""
"Austria","1993","Not applicable","88.589086173",""
"Austria","1992","Not applicable","85.536796084",""
"Austria","1991","Not applicable","82.1938117",""
"Austria","1990","Not applicable","79.577563052",""
"Austria","1989","Not applicable","77.033987977",""
"Austria","1988","Not applicable","75.144475064",""
"Austria","1987","Not applicable","73.691003593",""
"Austria","1986","Not applicable","72.673573563","4"
"Austria","1985","Not applicable","71.458452719",""
"Austria","1984","Not applicable","69.215152699",""
"Austria","1983","Not applicable","65.523054749",""
"Austria","1982","Not applicable","63.419960981",""
"Austria","1981","Not applicable","60.148481785",""
"Austria","1980","Not applicable","56.316177584",""
"Austria","1979","Not applicable","52.951227554",""
"Austria","1978","Not applicable","51.081810871",""
"Austria","1977","Not applicable","49.305865022","4"
"Austria","1976","Not applicable","46.735417082",""
"Austria","1975","Not applicable","43.539833008",""
"Austria","1974","Not applicable","40.157839863",""
"Austria","1973","Not applicable","36.669327249",""
"Austria","1972","Not applicable","34.086230123",""
"Austria","1971","Not applicable","32.062360209",""
"Austria","1970","Not applicable","30.624347376",""
"Austria","1969","Not applicable","29.346113746",""
"Azerbaijan","2008","Not applicable","190.55943044",""
"Azerbaijan","2007","Not applicable","157.70941259",""
"Azerbaijan","2006","Not applicable","135.18556035",""
"Azerbaijan","2005","Not applicable","124.79186564",""
"Azerbaijan","2004","Not applicable","113.85022043",""
"Azerbaijan","2003","Not applicable","106.69213479",""
"Azerbaijan","2002","Not applicable","104.36045109",""
"Azerbaijan","2001","Not applicable","101.54738132",""
"Azerbaijan","2000","Not applicable","100",""
"Azerbaijan","1999","Not applicable","98.226878515",""
"Azerbaijan","1998","Not applicable","107.38093171",""
"Azerbaijan","1997","Not applicable","108.21732797",""
"Azerbaijan","1996","Not applicable","104.34694527",""
"Azerbaijan","1995","Not applicable","87.065281355",""
"Azerbaijan","1994","Not applicable","17.012512179",""
"Azerbaijan","1993","Not applicable","0.9647015696",""
"Azerbaijan","1992","Not applicable","0.0784881197",""
"Azerbaijan","1991","Not applicable","0.0077176126",""
"Bahamas","2008","New Providence","120.79441457",""
"Bahamas","2007","New Providence","115.60524578",""
"Bahamas","2006","New Providence","112.78422493",""
"Bahamas","2005","New Providence","110.75573167",""
"Bahamas","2004","New Providence","108.6328899",""
"Bahamas","2003","New Providence","107.36861968",""
"Bahamas","2002","New Providence","104.20794415",""
"Bahamas","2001","New Providence","102.11340693",""
"Bahamas","2000","New Providence","100",""
"Bahamas","1999","New Providence","98.405509954",""
"Bahamas","1998","New Providence","97.178979149",""
"Bahamas","1997","New Providence","95.858099821",""
"Bahamas","1996","New Providence","95.386357204",""
"Bahamas","1995","New Providence","94.065477875","4"
"Bahamas","1994","New Providence","92.063730143",""
"Bahamas","1993","New Providence","90.854133688",""
"Bahamas","1992","New Providence","88.43494078",""
"Bahamas","1991","New Providence","83.730954568",""
"Bahamas","1990","New Providence","78.018971311",""
"Bahamas","1989","New Providence","74.591781357",""
"Bahamas","1988","New Providence","70.761392584",""
"Bahamas","1987","New Providence","67.804601251",""
"Bahamas","1986","New Providence","64.108612085",""
"Bahamas","1985","New Providence","60.815821737",""
"Bahamas","1984","New Providence","58.127829616",""
"Bahamas","1983","New Providence","55.910236116",""
"Bahamas","1982","New Providence","53.759842419",""
"Bahamas","1981","New Providence","50.66865148",""
"Bahamas","1980","New Providence","45.56146645",""
"Bahamas","1979","New Providence","40.723080633",""
"Bahamas","1978","New Providence","37.295890678",""
"Bahamas","1977","New Providence","35.078297178",""
"Bahamas","1976","New Providence","34.070300133",""
"Bahrain","2008","Not applicable","114.43849167","15"
"Bahrain","2007","Not applicable","110.58462292","15"
"Bahrain","2006","Not applicable","107.05190989","4,15"
"Bahrain","2005","Not applicable","104.89715965","15"
"Bahrain","2004","Not applicable","102.25269344","15"
"Bahrain","2003","Not applicable","100","15"
"Bahrain","2002","Not applicable","98.33496572","15"
"Bahrain","2001","Not applicable","98.824681685","15"
"Bahrain","2000","Not applicable","100","15"
"Bahrain","1999","Not applicable","100.68560235","15"
"Bahrain","1998","Not applicable","102.05680705","15"
"Bahrain","1997","Not applicable","102.44857982","13,15"
"Bahrain","1996","Not applicable","106.67361835","15"
"Bahrain","1995","Not applicable","106.88216893","15"
"Bahrain","1994","Not applicable","103.64963504","15"
"Bahrain","1993","Not applicable","103.23253389","15"
"Bahrain","1992","Not applicable","100.62565172","15"
"Bahrain","1991","Not applicable","100.93847758","15"
"Bahrain","1990","Not applicable","100","15"
"Bahrain","1989","Not applicable","98.748696559","15"
"Bahrain","1988","Not applicable","97.288842544","15"
"Bahrain","1987","Not applicable","97.393117831","15"
"Bahrain","1986","Not applicable","99.165797706","15"
"Bahrain","1985","Not applicable","101.25130344","15,16"
"Bahrain","1984","Not applicable","100","15"
"Bahrain","1983","Not applicable","99.39081537","15"
"Bahrain","1982","Not applicable","99.531396439","15"
"Bahrain","1981","Not applicable","92.877225867","15"
"Bahrain","1980","Not applicable","83.411433927","15"
"Bahrain","1979","Not applicable","80.318650422","15"
"Bahrain","1978","Not applicable","78.584817245","15"
"Bahrain","1977","Not applicable","67.900656045","15"
"Bahrain","1976","Not applicable","57.638238051","15"
"Bahrain","1975","Not applicable","49.250234302","15,17"
"Bangladesh","2008","Not applicable","160.72242753","18"
"Bangladesh","2007","Not applicable","147.58270332","18"
"Bangladesh","2006","Not applicable","135.26421188","18"
"Bangladesh","2005","Not applicable","126.6851201","18"
"Bangladesh","2004","Not applicable","118.35319547","18"
"Bangladesh","2003","Not applicable","111.54413936","4,18"
"Bangladesh","2002","Not applicable","105.38192248","18"
"Bangladesh","2001","Not applicable","101.53528196","18"
"Bangladesh","2000","Not applicable","100","18"
"Bangladesh","1999","Not applicable","97.865789363","18"
"Bangladesh","1998","Not applicable","92.154877894","18"
"Bangladesh","1997","Not applicable","84.912902273","18"
"Bangladesh","1996","Not applicable","80.766797419","18"
"Bangladesh","1995","Not applicable","78.94892235","18"
"Bangladesh","1994","Not applicable","71.631026193","18"
"Bangladesh","1989","Dhaka","100","18,19"
"Bangladesh","1988","Dhaka","89.74572161","18,19"
"Bangladesh","1987","Dhaka","81.750155893","18,19"
"Bangladesh","1986","Dhaka","74.793875147","18,19"
"Bangladesh","1985","Dhaka","66.992309291","18,19"
"Bangladesh","1984","Dhaka","61.442527541","18,19"
"Bangladesh","1983","Dhaka","54.818817987","18,19"
"Bangladesh","1982","Dhaka","50.751749463","18,19"
"Bangladesh","1981","Dhaka","46.435252546","18,19"
"Bangladesh","1980","Dhaka","41.017113559","18,19"
"Bangladesh","1979","Dhaka","36.229474122","18,19"
"Bangladesh","1978","Dhaka","32.155477032","18,19"
"Bangladesh","1977","Dhaka","28.407122566","18,19"
"Bangladesh","1976","Dhaka","25.746553038","18,19"
"Bangladesh","1975","Dhaka","28.476408231","18,19"
"Bangladesh","1974","Dhaka","22.891983649","18,19"
"Bangladesh","1973","Dhaka","14.813275133","18,19"
"Bangladesh","1972","Dhaka","10.212706991","4,18,19"
"Bangladesh","1971","Dhaka","7.9467626273","18,19,20"
"Bangladesh","1970","Dhaka","7.0691081203","18,19"
"Bangladesh","1969","Dhaka","6.8297478002","18,19"
"Barbados","2008","Not applicable","135.77103685",""
"Barbados","2007","Not applicable","125.66375321",""
"Barbados","2006","Not applicable","120.7664096",""
"Barbados","2005","Not applicable","112.53470437",""
"Barbados","2004","Not applicable","106.07437875",""
"Barbados","2003","Not applicable","104.61559554",""
"Barbados","2002","Not applicable","102.97967438",""
"Barbados","2001","Not applicable","102.56287918","4"
"Barbados","2000","Not applicable","100",""
"Barbados","1999","Not applicable","97.600685518",""
"Barbados","1998","Not applicable","96.143958869",""
"Barbados","1997","Not applicable","97.34361611",""
"Barbados","1996","Not applicable","90.402742074",""
"Barbados","1995","Not applicable","88.260497001","4"
"Barbados","1994","Not applicable","86.109439558",""
"Barbados","1993","Not applicable","86.067475894",""
"Barbados","1992","Not applicable","85.10231161",""
"Barbados","1991","Not applicable","80.234526528",""
"Barbados","1990","Not applicable","75.492632439",""
"Barbados","1989","Not applicable","73.268558221",""
"Barbados","1988","Not applicable","68.988264442",""
"Barbados","1987","Not applicable","65.799025939",""
"Barbados","1986","Not applicable","63.65887905",""
"Barbados","1985","Not applicable","62.81960576",""
"Barbados","1984","Not applicable","60.469640548",""
"Barbados","1983","Not applicable","57.78396602",""
"Barbados","1982","Not applicable","54.888473169",""
"Barbados","1981","Not applicable","49.7689061",""
"Barbados","1980","Not applicable","43.43239276","4"
"Barbados","1979","Not applicable","38.021303834",""
"Barbados","1978","Not applicable","33.595449175",""
"Barbados","1977","Not applicable","30.686520508",""
"Barbados","1976","Not applicable","28.32190058",""
"Barbados","1975","Not applicable","26.974513375",""
"Barbados","1974","Not applicable","22.423735399",""
"Barbados","1973","Not applicable","16.141877173",""
"Barbados","1972","Not applicable","13.812949621",""
"Barbados","1971","Not applicable","12.349562193",""
"Barbados","1970","Not applicable","11.492945163",""
"Barbados","1969","Not applicable","10.65417432",""
"Belarus","2008","Not applicable","512.01919584","21"
"Belarus","2007","Not applicable","445.89322983","21"
"Belarus","2006","Not applicable","411.1888877","21"
"Belarus","2005","Not applicable","384.28868006","21"
"Belarus","2004","Not applicable","348.33999284","21"
"Belarus","2003","Not applicable","295.00338147","21"
"Belarus","2002","Not applicable","229.75341235","21"
"Belarus","2001","Not applicable","161.14000027","21"
"Belarus","2000","Not applicable","100.00000018","21"
"Belarus","1999","Not applicable","37.230081973","21"
"Belarus","1998","Not applicable","9.4554990512","21"
"Belarus","1997","Not applicable","5.4646587391","21"
"Belarus","1996","Not applicable","3.3353481327","21"
"Belarus","1995","Not applicable","2.1843952098","21"
"Belarus","1994","Not applicable","0.2699146471","21"
"Belarus","1993","Not applicable","0.0116292923","21"
"Belarus","1992","Not applicable","0.0009013418","13,21"
"Belarus","1991","Not applicable","195.70077386","21"
"Belarus","1990","Not applicable","100","21"
"Belarus","1989","Not applicable","95.614789338","21"
"Belarus","1988","Not applicable","93.981083405","21"
"Belarus","1987","Not applicable","93.895098882","21"
"Belarus","1986","Not applicable","92.519346518","21"
"Belarus","1985","Not applicable","90.369733448","21"
"Belarus","1984","Not applicable","90.025795357","21"
"Belarus","1983","Not applicable","90.627687016","21"
"Belarus","1982","Not applicable","89.681857266","21"
"Belarus","1981","Not applicable","87.016337059","21"
"Belarus","1980","Not applicable","85.984522786","4,21"
"Belarus","1979","Not applicable","85.065349073","21"
"Belarus","1978","Not applicable","84.062614113","21"
"Belarus","1977","Not applicable","83.310562894","21"
"Belarus","1976","Not applicable","83.1434404","21"
"Belarus","1975","Not applicable","83.059879154","21"
"Belarus","1974","Not applicable","82.976317907","21"
"Belarus","1973","Not applicable","83.059879154","21"
"Belarus","1972","Not applicable","83.059879154","21"
"Belarus","1971","Not applicable","83.227001647","21"
"Belarus","1970","Not applicable","83.561246634","21"
"Belarus","1969","Not applicable","83.561246634","21"
"Belgium","2008","Not applicable","120.25573456",""
"Belgium","2007","Not applicable","115.0812379",""
"Belgium","2006","Not applicable","113.02872356",""
"Belgium","2005","Not applicable","111.04102547",""
"Belgium","2004","Not applicable","108.02707021","4"
"Belgium","2003","Not applicable","105.80881662",""
"Belgium","2002","Not applicable","104.1545258",""
"Belgium","2001","Not applicable","102.47203685",""
"Belgium","2000","Not applicable","100",""
"Belgium","1999","Not applicable","97.518563775",""
"Belgium","1998","Not applicable","96.437635116",""
"Belgium","1997","Not applicable","95.525895291",""
"Belgium","1996","Not applicable","93.993796409","4"
